run_accession	experiment_title	sample_name
ERR1297427	Illumina HiSeq 2000 sequencing	FAT_DON_11-22-0-5
ERR1297800	Illumina HiSeq 2000 paired end sequencing	FAT_DON_11-22-0-5
ERR1297843	Illumina HiSeq 2000 paired end sequencing	FAT_DON_11-22-0-5
ERR1297674	Illumina HiSeq 2000 paired end sequencing	FAT_DON_11-22-0-5
ERR1297686	Illumina HiSeq 2000 paired end sequencing	FAT_DON_11-22-0-5
ERR1297426	Illumina HiSeq 2000 sequencing	FAT_DON_11-22-0-6
ERR1297527	Illumina HiSeq 2000 sequencing	FAT_DON_11-22-0-6
ERR1297500	Illumina HiSeq 2000 sequencing	FAT_DON_11-22-0-6
ERR1297627	Illumina HiSeq 2000 sequencing	FAT_DON_11-22-0-6
ERR1297755	Illumina HiSeq 2000 paired end sequencing	FAT_DON_11-22-0-6
ERR1297801	Illumina HiSeq 2000 paired end sequencing	FAT_DON_11-22-0-6
ERR1297774	Illumina HiSeq 2000 paired end sequencing	FAT_DON_11-22-0-6
ERR1297676	Illumina HiSeq 2000 paired end sequencing	FAT_DON_11-22-0-6
ERR1297520	Illumina HiSeq 2000 sequencing	FAT_DON_19-22-0-0
ERR1297588	Illumina HiSeq 2000 sequencing	FAT_DON_19-22-0-0
ERR1297554	Illumina HiSeq 2000 sequencing	FAT_DON_19-22-0-0
ERR1297423	Illumina HiSeq 2000 sequencing	FAT_DON_19-22-0-0
ERR1297850	Illumina HiSeq 2000 paired end sequencing	FAT_DON_19-22-0-0
ERR1297649	Illumina HiSeq 2000 paired end sequencing	FAT_DON_19-22-0-0
ERR1297647	Illumina HiSeq 2000 paired end sequencing	FAT_DON_19-22-0-0
ERR1297788	Illumina HiSeq 2000 paired end sequencing	FAT_DON_19-22-0-0
ERR1297620	Illumina HiSeq 2000 sequencing	FAT_DON_8-22-0-0
ERR1297428	Illumina HiSeq 2000 sequencing	FAT_DON_8-22-0-0
ERR1297628	Illumina HiSeq 2000 sequencing	FAT_DON_8-22-0-0
ERR1297637	Illumina HiSeq 2000 sequencing	FAT_DON_8-22-0-0
ERR1297846	Illumina HiSeq 2000 paired end sequencing	FAT_DON_8-22-0-0
ERR1297678	Illumina HiSeq 2000 paired end sequencing	FAT_DON_8-22-0-0
ERR1297727	Illumina HiSeq 2000 paired end sequencing	FAT_DON_8-22-0-0
ERR1297685	Illumina HiSeq 2000 paired end sequencing	FAT_DON_8-22-0-0
